r2,mse,rmse,mae,mape,time
0.8082088017782738,0.2915718764012197,0.5399739590028575,0.3833403474384104,0.28447049893160015,3.2730300426483154
0.6135995080632755,0.5874279816850455,0.7664385048293474,0.5233083291697093,0.3614588558034374,5.66039252281189
0.772207443209463,0.34630318716119485,0.5884753071805093,0.4241191617268476,0.31429807479326216,1.3153643608093262
0.8109933592498466,0.28733863392470677,0.5360397689768053,0.38559708321771624,0.28910300343882833,2.9581217765808105
0.7620649828999229,0.3617223315807353,0.6014335637298066,0.44347726886619454,0.334477828001397,1.7034995555877686
0.7539648303996271,0.3740366436323074,0.6115853526960137,0.4482434462253058,0.33841001362692297,1.1425070762634277
0.6076005343348332,0.5965479623864611,0.7723651742449689,0.5131146469887391,0.35302368262399175,19.66306447982788
0.7962929119047804,0.30968708920357224,0.5564953631465156,0.40001154378971476,0.30251574752823096,8.079548835754395
0.8122608723888207,0.2854116884354428,0.5342393550043303,0.38511301722733754,0.29321453250638396,5.962846040725708
0.7829568188392455,0.32996137558914435,0.5744226454355228,0.4159723103265864,0.3118860248237349,2.5941944122314453
0.613320730979089,0.5878517944475058,0.7667149368882191,0.5254138746387084,0.3637738738687937,5.623823881149292
0.7368255607136363,0.40009273519868677,0.6325288413967277,0.4611484598762281,0.3465948671115567,0.8463394641876221
0.7922517842475447,0.3158306410699873,0.5619881147052732,0.40415888389254007,0.30152094016516773,3.043973922729492
0.7619630454933244,0.36187730261795176,0.6015623846434813,0.44075871951731527,0.3308033382852693,1.8802812099456787
0.79055288312683,0.31841340707895843,0.5642813190944376,0.4104323673146404,0.31207136982929734,3.9992330074310303
0.8210626947126765,0.2720306580518178,0.5215655836535016,0.37113692967384265,0.27967664824764044,9.668155908584595
0.8243179283185209,0.26708186697391295,0.5167996391000219,0.3666308453163348,0.27491687297934964,6.956958055496216
0.7693172784540203,0.35069697983086084,0.5921967408141157,0.4359213066001214,0.3284288542667141,3.549891471862793
0.6067086726716315,0.5979038211591322,0.7732424077604204,0.5150829764738734,0.3547799629953732,12.811808586120605
0.7776591024460318,0.33801526504670476,0.581390802340994,0.4219724323679703,0.31615081741425005,1.9957265853881836
0.613876984038382,0.5870061469425327,0.7661632638951914,0.5234719184149313,0.36160795349920527,5.692535638809204
0.7733084515753637,0.3446293716881409,0.5870514216728726,0.42789125670745387,0.3208271046822891,2.4058539867401123
0.7844643264720798,0.3276695768347172,0.5724242979073453,0.4168675368358724,0.3142214619870771,6.92995548248291
0.7741758652309,0.3433106801657677,0.5859271969842053,0.4309810191718419,0.32687004531497965,6.5541932582855225
0.7965864787137062,0.30924079226126583,0.5560942296601052,0.402161185236289,0.30537279031737646,11.350250482559204
