r2,mse,rmse,mae,mape,time
0.30310096832557865,1.0594655031697169,1.0293034067609592,0.755681546808155,0.39647412524037207,4068.994445323944
0.8054828818308403,0.29571597478196937,0.5437977333365498,0.40230148402819593,0.29252047448675206,3123.1158537864685
0.7483420227873128,0.382584755231622,0.618534360590923,0.4608339904237632,0.3355478917222283,26969.06259584427
0.8352826972055546,0.25041260233434315,0.5004124322339956,0.36091052835669113,0.27072087188118776,42730.449236392975
0.8015586960527736,0.30168174495946776,0.5492556280635346,0.401864506026188,0.28638135423237027,20655.141741752625
0.7043104951443981,0.4495239852624734,0.6704654989352349,0.503188208745148,0.3758551808835737,9094.822532176971
0.5680201975072947,0.6567202392396247,0.8103827732865654,0.6120387225363834,0.4782289293644524,8575.189358711243
0.8228468083138638,0.2693183471885751,0.5189589070327005,0.3794264500029922,0.27328536788050084,29450.094415426254
0.7343111460546067,0.4039152912230587,0.6355433039715379,0.47513828027637356,0.34704745464343284,7999.99879693985
0.8094455215997429,0.28969174466278885,0.5382301967214297,0.3963912625484719,0.29010298625793846,32639.07887363434
0.3074714422765462,1.0528212603553355,1.0260707872049255,0.754845870987129,0.3714473255027129,1875.2386252880096
0.8062951807923879,0.29448107174881033,0.5426611021151325,0.3993373654683122,0.2892118436022899,29909.43450975418
0.8127963982311237,0.2845975516233817,0.533476852003329,0.3891598266697918,0.28065734773798817,2666.9693143367767
0.7898648154781578,0.3194594466119219,0.5652074367981387,0.41766235658478656,0.30874011687972136,2283.4578404426575
0.7907166623015448,0.3181644206722317,0.5640606533629444,0.404176516916483,0.2946790804018758,21207.719552516937
0.7851002957793821,0.3267027401603389,0.5715791635113537,0.40766634344367386,0.2924014905191011,14659.750579118729
0.8222614207679132,0.27020828659547835,0.5198156275021735,0.3818296578431314,0.28728735713886344,30256.233929395676
0.816180780193276,0.27945242187648694,0.5286325963053045,0.3758789764162057,0.27144574611153405,4568.232741355896
0.7863070986401111,0.324868089885396,0.5699720079840729,0.4116228031153675,0.2921491447460878,1288.570240020752
0.6997729460369408,0.45642222522234116,0.6755902791058654,0.5070058102534467,0.37855175227565707,1120.720710992813
0.7213202364950466,0.42366481003080136,0.6508953910044235,0.4875781938827094,0.3704940713014831,547.4522547721863
0.8132099166153558,0.28396889748109116,0.5328873215615954,0.3793328008570776,0.278462223631866,6148.495713710785
0.7565301344889,0.3701367226047308,0.6083886279383687,0.4551171079784834,0.3450103834264069,9722.966161489487
0.6017837783573805,0.6053909253098857,0.778068715030932,0.5850249360523929,0.4538212948820744,2614.5851233005524
0.7894171325885075,0.3201400395764495,0.5658091900777589,0.4151587836441156,0.29973264580804826,2159.4885535240173
