r2,mse,rmse,mae,mape,time
0.91505913237433,0.2352823564030132,0.48505912670829443,0.33577453015104347,0.09185557773004123,6.438927888870239
0.8026816789274401,0.5465628129445665,0.7392988657806574,0.4788197640369034,0.12816252253887497,10.60049819946289
0.8567136948370492,0.39689657595199784,0.6299972824957246,0.45311944121872566,0.1186988470427453,3.110452890396118
0.9064882301707928,0.2590233673358776,0.5089433832322389,0.3575345898370728,0.09705995605588795,7.636176824569702
0.8460892115133483,0.4263259135822794,0.6529363778977852,0.4867792429104457,0.12906022522787855,4.798536777496338
0.8289378492613512,0.4738344102455748,0.688356310529347,0.5145591531777374,0.13415655915012792,2.2880492210388184
0.8173628042718875,0.5058967606396606,0.7112641989019696,0.42677437641723365,0.1161467114632777,47.95715665817261
0.906032570033802,0.2602855252787726,0.5101818551053855,0.35753670757940953,0.09872478212444052,34.03700494766235
0.9172039406970331,0.22934133448618665,0.47889595371665716,0.33915990398042456,0.09287046403940732,11.53567361831665
0.8778256974517459,0.33841728485901107,0.5817364393426039,0.42135488389347403,0.11171342270526617,4.997085332870483
0.8012223707371933,0.5506050305403724,0.7420276480970047,0.4829770833040793,0.12918085836237983,14.714500188827515
0.8155155142974999,0.511013670206078,0.7148522016515568,0.526342237927092,0.13828429862024022,2.9905052185058594
0.8866880020873653,0.31386910238671745,0.5602402184658983,0.39318401937046005,0.10605277253949408,6.912528991699219
0.8575504139866269,0.39457890180216776,0.6281551574270228,0.4636754437268705,0.12303992800646547,5.069335460662842
0.89570256455917,0.28889917260385506,0.5374934163353585,0.38744932708814656,0.10509326388946806,12.69869589805603
0.9278896135454615,0.19974250464364657,0.4469256142174518,0.30754131325401757,0.08455055399790343,25.69423508644104
0.9258081940190344,0.20550794246562878,0.453329838490286,0.30751119089857565,0.08421969380091643,14.373431921005249
0.878933296078881,0.335349286824313,0.5790935043879468,0.4221096872074301,0.1130845653569126,11.404755592346191
0.8153338505890371,0.5115168704510816,0.715204076086736,0.4354792814666269,0.11830924029774939,33.16312623023987
0.8772229044734805,0.34008699410867965,0.5831697815462318,0.41829888650685954,0.11210980591912072,7.878554821014404
0.8031760157959296,0.545193522207066,0.7383722111557733,0.4783040946268204,0.12808613722356044,11.305631160736084
0.8561999776903687,0.3983195491823666,0.6311256207621163,0.46119571762606704,0.12263492253957137,4.4483726024627686
0.8960486013934329,0.287940666244744,0.5366010307898634,0.3853972937443301,0.10675877757629128,25.85185694694519
0.8704111271669864,0.3589553087464284,0.5991287914517449,0.4395057475331595,0.11917748669927607,23.192106246948242
0.904315928837926,0.2650405436457163,0.5148208850131435,0.36280085962139463,0.10019653738961545,36.6989951133728
0.9252965892071215,0.2069250646243572,0.45489016764968354,0.3156013960130716,0.08618474619959555,26.570510149002075
0.801718343449971,0.5492312085882799,0.7411013483918916,0.4826687481960381,0.12917400832615877,47.43952488899231
0.8450885905882725,0.4290975882272278,0.6550554085168886,0.485002811174625,0.12882791029077248,14.920068264007568
0.8969407933372521,0.285469334967194,0.5342933042507589,0.37695817023539285,0.10254104323389587,11.805243492126465
0.9316738630258052,0.1892603049694454,0.43504057853198635,0.2975250778277413,0.0822887509131907,18.355672597885132
0.8357320641180516,0.45501474279836207,0.6745478061622927,0.5001075727078548,0.13123243288954448,2.9665260314941406
0.8491054091978518,0.41797118259795807,0.6465069083915176,0.46784431560501066,0.12377383771557625,7.9661407470703125
0.8386868744795231,0.44683005191864517,0.6684534777519264,0.5019170618521033,0.13217142056261585,5.7072203159332275
0.8656847930694769,0.3720470401437411,0.6099565887370519,0.4294511702986279,0.11529879493497365,3.5939714908599854
0.8861144133670739,0.3154579171644415,0.5616564048993312,0.4133426516207832,0.11035940988496411,13.415641784667969
0.7915731062108399,0.5773330562690657,0.7598243588284503,0.5090060562186148,0.1346447716158455,44.66237163543701
0.8923601041213166,0.29815763663871414,0.5460381274588013,0.38612035693529984,0.1052314128100614,14.44284987449646
0.8685206836027025,0.3641917518024587,0.6034830169958876,0.42734265954382533,0.11312218331365965,3.954408645629883
0.8897337076642876,0.3054326358767907,0.5526596021755079,0.4009971462938049,0.10551646594127431,15.08297324180603
0.8844803555841247,0.31998418321773014,0.565671444583983,0.41595231939761296,0.1119256368684512,22.05261492729187
0.8665995099970433,0.3695133156813538,0.6078760693441994,0.4409158789923465,0.11828108301506775,7.080434799194336
0.8138808363740531,0.5155416540204595,0.7180122937808652,0.4427573311810601,0.1198770334217678,33.96099901199341
0.8841749099920913,0.32083025367421825,0.5664187970699933,0.4106906051145651,0.10806205520452733,8.417505979537964
0.8784517738575186,0.3366830815696393,0.5802439845182708,0.4176223642678614,0.11140792281544748,9.33299732208252
